id;mecha_list
299047;Take That
299047;Variable Player Powers
8125;Area Majority / Influence
8125;Auction/Bidding
8125;Auction: Once Around
8125;Bribery
8125;Commodity Speculation
8125;Tile Placement
24800;Action Points
24800;Dice Rolling
24800;Hexagon Grid
24800;Modular Board
24800;Simulation
122298;Hand Management
122298;Open Drafting
122298;Set Collection
254386;Auction/Bidding
254386;Auction: Turn Order Until Pass
254386;Commodity Speculation
254386;Market
254386;Set Collection
18098;Area Movement
18098;Secret Unit Deployment
18098;Simulation
148729;Solo / Solitaire Game
148729;Worker Placement
214029;Contracts
214029;Hand Management
214029;Point to Point Movement
214029;Solo / Solitaire Game
266164;Area Majority / Influence
266164;Chaining
266164;Hand Management
266164;Network and Route Building
266164;Tile Placement
277700;Commodity Speculation
277700;Dice Rolling
277700;Rondel
277700;Solo / Solitaire Game
277700;Tile Placement
277700;Turn Order: Time Track
277700;Variable Player Powers
277700;Worker Placement
158889;Dice Rolling
158889;Grid Movement
158889;Hand Management
158889;Variable Player Powers
234477;Area Majority / Influence
234477;Hand Management
234477;Order Counters
234477;Secret Unit Deployment
234477;Variable Player Powers
137269;Auction: Dutch Priority
137269;Events
137269;Income
137269;Worker Placement
256788;Roles with Asymmetric Information
256788;Storytelling
256788;Team-Based Game
256788;Voting
119788;Action Drafting
119788;Area Majority / Influence
119788;Deck, Bag, and Pool Building
119788;Grid Movement
119788;Hexagon Grid
119788;Modular Board
119788;Movement Points
119788;Variable Player Powers
65244;Action Points
65244;Cooperative Game
65244;Grid Movement
65244;Hand Management
65244;Map Reduction
65244;Modular Board
65244;Set Collection
65244;Solo / Solitaire Game
65244;Variable Player Powers
285984;Cooperative Game
285984;Dice Rolling
285984;Die Icon Resolution
285984;Grid Movement
285984;Modular Board
285984;Move Through Deck
285984;Player Elimination
285984;Solo / Solitaire Game
285984;Square Grid
285984;Variable Player Powers
285984;Variable Set-up
12902;Area Majority / Influence
12902;Tile Placement
253499;Area Majority / Influence
253499;Betting and Bluffing
253499;Hidden Victory Points
253499;Take That
253499;Worker Placement
166384;Acting
166384;Communication Limits
166384;Memory
166384;Role Playing
166384;Roles with Asymmetric Information
166384;Targeted Clues
166384;Traitor Game
166384;Voting
216459;Cooperative Game
216459;Hand Management
216459;Solo / Solitaire Game
91514;Hand Management
91514;Lose a Turn
91514;Score-and-Reset Game
91514;Stacking and Balancing
56692;Hand Management
56692;Set Collection
148575;Deck, Bag, and Pool Building
148575;Dice Rolling
148575;Variable Player Powers
94;Network and Route Building
94;Open Drafting
94;Stock Holding
113997;Communication Limits
113997;Cooperative Game
113997;Finale Ending
113997;Hand Management
244992;Communication Limits
244992;Cooperative Game
53953;Deck, Bag, and Pool Building
53953;Delayed Purchase
53953;Hand Management
53953;Open Drafting
129948;Set Collection
129948;Tile Placement
155362;Open Drafting
155362;Player Elimination
155362;Simultaneous Action Selection
155362;Take That
155362;Variable Player Powers
26990;Auction/Bidding
26990;Auction: Sealed Bid
26990;Commodity Speculation
26990;Pick-up and Deliver
26990;Set Collection
264052;Contracts
264052;Dice Rolling
264052;Events
264052;Secret Unit Deployment
264052;Set Collection
264052;Variable Player Powers
264052;Worker Placement
264052;Worker Placement with Dice Workers
37380;Contracts
37380;Dice Rolling
37380;Die Icon Resolution
37380;Events
37380;Paper-and-Pencil
37380;Push Your Luck
37380;Re-rolling and Locking
37380;Solo / Solitaire Game
35570;Action Points
35570;Auction/Bidding
35570;Dice Rolling
35570;Turn Order: Time Track
195137;Flicking
195137;Player Elimination
195137;Role Playing
195137;Team-Based Game
195137;Variable Player Powers
219215;Hidden Roles
219215;Roles with Asymmetric Information
219215;Traitor Game
219215;Variable Player Powers
219215;Voting
272739;Catch the Leader
272739;Pick-up and Deliver
272739;Simulation
272739;Solo / Solitaire Game
272739;Three Dimensional Movement
272739;Tile Placement
1041;Area Majority / Influence
1041;I Cut, You Choose
1041;Open Drafting
299684;Dice Rolling
299684;Income
299684;Investment
299684;Open Drafting
299684;Race
299684;Simultaneous Action Selection
131260;Bingo
131260;Dice Rolling
131260;Paper-and-Pencil
139898;End Game Bonuses
139898;Variable Set-up
139898;Worker Placement
318560;End Game Bonuses
318560;Grid Coverage
318560;Hexagon Grid
318560;Network and Route Building
318560;Open Drafting
318560;Point to Point Movement
318560;Tile Placement
29368;Dice Rolling
29368;Hand Management
29368;Modular Board
29368;Roll / Spin and Move
29368;Team-Based Game
29368;Variable Player Powers
154458;Action Points
154458;Hand Management
154458;Map Addition
154458;Modular Board
154458;Network and Route Building
154458;Pick-up and Deliver
154458;Tile Placement
177678;Dice Rolling
177678;Set Collection
177678;Worker Placement
177678;Worker Placement with Dice Workers
329465;Dice Rolling
329465;End Game Bonuses
329465;Hand Management
329465;Open Drafting
329465;Set Collection
329465;Solo / Solitaire Game
329465;Take That
329465;Variable Player Powers
173;Different Dice Movement
173;Grid Movement
173;Player Elimination
173;Push Your Luck
173;Race
173;Roll / Spin and Move
173;Simulation
173;Team-Based Game
2093;Hand Management
2093;Set Collection
98229;Line Drawing
239472;Dice Rolling
239472;Events
239472;Narrative Choice / Paragraph
239472;Set Collection
239472;Storytelling
239472;Variable Player Powers
239472;Worker Placement
239472;Worker Placement, Different Worker Types
291845;Dice Rolling
291845;Paper-and-Pencil
291845;Rondel
291845;Solo / Solitaire Game
198740;Hand Management
198740;Player Elimination
198740;Score-and-Reset Game
245643;Dice Rolling
245643;Hand Management
245643;Modular Board
245643;Race
245643;Roll / Spin and Move
245643;Set Collection
245643;Track Movement
1345;Auction/Bidding
1345;Bribery
1345;Dice Rolling
1345;Grid Movement
1345;Negotiation
1345;Pick-up and Deliver
1345;Set Collection
1345;Trading
223953;Action Timer
223953;Cooperative Game
223953;Real-Time
223953;Simulation
223953;Worker Placement
267319;Action Retrieval
267319;Area Majority / Influence
267319;Auction Compensation
267319;Grid Coverage
267319;Square Grid
41066;Campaign / Battle Card Driven
41066;Dice Rolling
41066;Point to Point Movement
41066;Simulation
41066;Variable Phase Order
41066;Variable Player Powers
329551;Action Queue
329551;Area Majority / Influence
329551;Hand Management
329551;Open Drafting
329551;Tags
248065;Action Points
248065;Cooperative Game
248065;Dice Rolling
248065;Modular Board
248065;Scenario / Mission / Campaign Game
248065;Variable Player Powers
224597;Area Majority / Influence
224597;Deck Construction
224597;Dice Rolling
224597;Grid Movement
224597;Hand Management
224597;Line of Sight
224597;Modular Board
224597;Variable Player Powers
26566;Auction/Bidding
26566;Auction: Fixed Placement
26566;Constrained Bidding
26566;Income
26566;Loans
9440;Area Majority / Influence
9440;Network and Route Building
9440;Point to Point Movement
9440;Simultaneous Action Selection
9440;Variable Player Powers
317457;Dice Rolling
317457;Income
317457;Movement Points
317457;Tile Placement
317457;Worker Placement
196526;Deck, Bag, and Pool Building
196526;Memory
196526;Once-Per-Game Abilities
196526;Push Your Luck
196526;Solo / Solitaire Game
196526;Variable Set-up
315610;Action Points
315610;Cooperative Game
315610;Dice Rolling
315610;Modular Board
315610;Scenario / Mission / Campaign Game
315610;Solo / Solitaire Game
315610;Variable Player Powers
238992;Cooperative Game
238992;Deck, Bag, and Pool Building
238992;Dice Rolling
238992;Set Collection
238992;Solo / Solitaire Game
238992;Storytelling
904;Auction/Bidding
904;Auction: Turn Order Until Pass
904;Closed Economy Auction
904;End Game Bonuses
904;Victory Points as a Resource
82421;Dice Rolling
82421;Grid Movement
82421;Hand Management
82421;Variable Player Powers
148319;Communication Limits
148319;Deduction
148319;Grid Movement
148319;Hand Management
148319;Memory
148319;Team-Based Game
160851;Hand Management
160851;Pattern Building
160851;Set Collection
160851;Tile Placement
239464;Cooperative Game
239464;Deck, Bag, and Pool Building
239464;Hand Management
239464;Memory
239464;Move Through Deck
239464;Simultaneous Action Selection
239464;Solo / Solitaire Game
270314;Closed Drafting
270314;Pattern Building
270314;Set Collection
272738;Action Points
272738;Area Movement
272738;Card Play Conflict Resolution
272738;Hidden Movement
272738;Map Deformation
272738;Map Reduction
272738;Modular Board
272738;Player Elimination
272738;Secret Unit Deployment
272738;Team-Based Game
272738;Variable Player Powers
2181;Hand Management
2181;Predictive Bid
2181;Score-and-Reset Game
2181;Team-Based Game
2181;Trick-taking
2181;Turn Order: Claim Action
2181;Turn Order: Progressive
108906;Hand Management
108906;Race
294612;Cooperative Game
294612;Real-Time
294612;Scenario / Mission / Campaign Game
132028;Action Points
132028;Dice Rolling
132028;Hexagon Grid
132028;Modular Board
132028;Simulation
202408;Action Points
202408;Grid Movement
202408;Hand Management
202408;Kill Steal
202408;Open Drafting
231218;Action Queue
231218;Hidden Movement
231218;Point to Point Movement
231218;Push Your Luck
231218;Solo / Solitaire Game
195560;Action Points
195560;Dice Rolling
195560;Market
195560;Modular Board
195560;Pick-up and Deliver
195560;Variable Player Powers
156689;Cooperative Game
156689;Deck, Bag, and Pool Building
156689;Semi-Cooperative Game
335764;Action Points
335764;Card Play Conflict Resolution
335764;Hand Management
335764;Line of Sight
335764;Point to Point Movement
335764;Team-Based Game
335764;Variable Player Powers
13642;Area Majority / Influence
13642;Hand Management
13642;Modular Board
13642;Set Collection
235488;Action Points
235488;Dice Rolling
235488;Set Collection
316546;Dice Rolling
316546;Paper-and-Pencil
316546;Re-rolling and Locking
316546;Solo / Solitaire Game
172047;Area Majority / Influence
172047;Area Movement
172047;Dice Rolling
172047;Interrupts
172047;Modular Board
172047;Team-Based Game
172047;Variable Player Powers
59946;Cooperative Game
59946;Dice Rolling
59946;Grid Movement
59946;Modular Board
59946;Role Playing
59946;Scenario / Mission / Campaign Game
59946;Solo / Solitaire Game
59946;Variable Player Powers
281655;Auction/Bidding
281655;Deck, Bag, and Pool Building
281655;Hand Management
281655;Network and Route Building
281655;Pick-up and Deliver
281655;Point to Point Movement
281655;Simulation
281655;Variable Player Powers
27976;Dice Rolling
27976;Modular Board
295895;Hand Management
295895;Income
295895;Market
295895;Push Your Luck
295895;Set Collection
284818;Action Queue
284818;Ownership
284818;Take That
284818;Turn Order: Claim Action
284818;Turn Order: Pass Order
284818;Variable Player Powers
284818;Variable Set-up
284818;Worker Placement
8051;Map Addition
8051;Modular Board
8051;Network and Route Building
8051;Tile Placement
98351;Deck, Bag, and Pool Building
98351;Hand Management
98351;Open Drafting
197405;Grid Movement
197405;Mancala
197405;Network and Route Building
197405;Square Grid
201921;Area Movement
201921;Dice Rolling
201921;Modular Board
201921;Push Your Luck
151004;Area Majority / Influence
151004;Hand Management
151004;Take That
151004;Variable Player Powers
25669;Hand Management
25669;Pattern Building
25669;Square Grid
25669;Tile Placement
27588;Set Collection
27588;Tile Placement
331787;Cooperative Game
331787;Dice Rolling
331787;Finale Ending
331787;Modular Board
331787;Solo / Solitaire Game
331787;Tile Placement
331787;Variable Player Powers
331787;Variable Set-up
491;Area Majority / Influence
491;Hand Management
491;Network and Route Building
491;Open Drafting
66356;Cooperative Game
66356;Dice Rolling
66356;Grid Movement
66356;Modular Board
66356;Role Playing
66356;Solo / Solitaire Game
66356;Variable Player Powers
199966;Dice Rolling
199966;Tech Trees / Tech Tracks
199966;Worker Placement
199966;Worker Placement with Dice Workers
38054;Hand Management
38054;Modular Board
38054;Player Elimination
38054;Race
210296;Dice Rolling
210296;Events
210296;Hand Management
210296;Set Collection
210296;Solo / Solitaire Game
210296;Tile Placement
210296;Turn Order: Stat-Based
210296;Worker Placement
207830;Cooperative Game
207830;Elapsed Real Time Ending
207830;Hand Management
207830;Move Through Deck
207830;Real-Time
207830;Variable Player Powers
240;Area Movement
240;Dice Rolling
240;Simulation
240;Stat Check Resolution
240;Voting
193214;Open Drafting
193214;Pattern Building
193214;Push Your Luck
193214;Stacking and Balancing
147151;Communication Limits
147151;Team-Based Game
112;Area Majority / Influence
112;Auction/Bidding
112;Constrained Bidding
112;Hand Management
245487;Layering
245487;Melding and Splaying
245487;Pattern Building
245487;Solo / Solitaire Game
245487;Tile Placement
203427;Set Collection
203427;Worker Placement
108784;Deck, Bag, and Pool Building
108784;Hand Management
108784;Open Drafting
191977;Hand Management
191977;Open Drafting
191977;Set Collection
191977;Turn Order: Claim Action
191977;Turn Order: Progressive
52461;End Game Bonuses
52461;Hand Management
52461;Open Drafting
52461;Set Collection
52461;Solo / Solitaire Game
52461;Turn Order: Progressive
52461;Worker Placement
52461;Worker Placement, Different Worker Types
82420;Dice Rolling
82420;Grid Movement
82420;Hand Management
82420;Variable Player Powers
212402;Rock-Paper-Scissors
212402;Set Collection
212402;Simultaneous Action Selection
212402;Take That
242804;Action Points
242804;Set Collection
242804;Tile Placement
242804;Worker Placement
65901;Hand Management
65901;Loans
65901;Market
65901;Network and Route Building
65901;Open Drafting
249277;Card Play Conflict Resolution
249277;Contracts
249277;Grid Movement
249277;Hexagon Grid
249277;Modular Board
249277;Once-Per-Game Abilities
249277;Open Drafting
249277;Solo / Solitaire Game
249277;Tile Placement
249277;Variable Player Powers
233262;Deck, Bag, and Pool Building
233262;Dice Rolling
233262;Hand Management
233262;Kill Steal
233262;Open Drafting
233262;Re-rolling and Locking
233262;Set Collection
233262;Solo / Solitaire Game
233262;Turn Order: Claim Action
233262;Variable Player Powers
233262;Worker Placement
125678;Deck, Bag, and Pool Building
125678;Open Drafting
298065;Chaining
298065;Open Drafting
298065;Set Collection
298065;Tile Placement
106217;Action Points
106217;Area Movement
106217;Income
106217;Modular Board
106217;Tile Placement
106217;Worker Placement
154086;Area Majority / Influence
154086;Contracts
154086;Mancala
154086;Modular Board
154086;Network and Route Building
154086;Set Collection
169124;Flicking
169124;Pick-up and Deliver
169124;Team-Based Game
228504;Open Drafting
228504;Set Collection
334065;Grid Coverage
334065;Open Drafting
334065;Pattern Building
334065;Set Collection
334065;Solo / Solitaire Game
334065;Tile Placement
334065;Variable Set-up
271601;Acting
271601;Betting and Bluffing
271601;Grid Movement
271601;Hidden Roles
271601;Role Playing
271601;Roles with Asymmetric Information
271601;Team-Based Game
271601;Variable Player Powers
271601;Voting
291508;Contracts
291508;Enclosure
291508;Hidden Victory Points
291508;Solo / Solitaire Game
291508;Worker Placement
19600;Area Majority / Influence
19600;Area Movement
19600;Rondel
195314;Push Your Luck
195314;Set Collection
195314;Solo / Solitaire Game
66505;Auction/Bidding
66505;Auction: Dutch Priority
66505;Set Collection
295564;Action Points
295564;Area Movement
295564;Card Play Conflict Resolution
295564;Hand Management
295564;Line of Sight
295564;Point to Point Movement
295564;Team-Based Game
295564;Variable Player Powers
554;Area Majority / Influence
554;Commodity Speculation
554;Modular Board
554;Open Drafting
554;Tile Placement
227515;Action Drafting
227515;Hexagon Grid
227515;Open Drafting
227515;Set Collection
227515;Tile Placement
66056;Dice Rolling
66056;Hand Management
66056;Open Drafting
15817;Auction/Bidding
15817;Auction: Turn Order Until Pass
15817;Betting and Bluffing
15817;Commodity Speculation
15817;Dice Rolling
15817;Loans
15817;Worker Placement
370913;Action Points
370913;Cooperative Game
370913;Die Icon Resolution
370913;Hand Management
370913;Point to Point Movement
370913;Solo / Solitaire Game
370913;Variable Player Powers
171669;Contracts
171669;Deck, Bag, and Pool Building
171669;Dice Rolling
171669;Set Collection
171669;Worker Placement
171669;Worker Placement with Dice Workers
224;Area Majority / Influence
224;Dice Rolling
224;Hand Management
281466;Action Queue
281466;Auction/Bidding
281466;Hand Management
281466;Set Collection
281466;Solo / Solitaire Game
281466;Worker Placement
95064;Deck, Bag, and Pool Building
95064;Hand Management
95064;Open Drafting
180680;Deck, Bag, and Pool Building
180680;Hand Management
180680;Race
182340;Cooperative Game
182340;Deck, Bag, and Pool Building
182340;Hexagon Grid
182340;Modular Board
182340;Solo / Solitaire Game
182340;Tile Placement
182340;Variable Player Powers
157403;Area Movement
157403;Grid Movement
157403;Hand Management
157403;Pick-up and Deliver
157403;Take That
157403;Variable Player Powers
353288;Open Drafting
353288;Set Collection
353288;Turn Order: Time Track
1382;Betting and Bluffing
1382;Roll / Spin and Move
204027;Grid Coverage
204027;Open Drafting
204027;Pattern Building
204027;Tile Placement
161882;Auction/Bidding
161882;Hexagon Grid
161882;Income
161882;Investment
161882;Network and Route Building
161882;Random Production
161882;Stock Holding
161882;Victory Points as a Resource
244654;Area Movement
244654;Hand Management
244654;Interrupts
244654;Kill Steal
244654;Secret Unit Deployment
244654;Variable Player Powers
200077;Open Drafting
200077;Ownership
200077;Turn Order: Claim Action
200077;Worker Placement
218509;Action Points
218509;Area Majority / Influence
218509;Dice Rolling
218509;Follow
218509;Hand Management
218509;Modular Board
218509;Pick-up and Deliver
218509;Point to Point Movement
218509;Variable Player Powers
242684;Dice Rolling
242684;Follow
242684;Open Drafting
242684;Set Collection
242684;Worker Placement
270971;Dice Rolling
270971;Enclosure
270971;End Game Bonuses
270971;Grid Coverage
270971;Income
270971;Push Your Luck
270971;Re-rolling and Locking
270971;Simultaneous Action Selection
270971;Solo / Solitaire Game
270971;Square Grid
270971;Take That
270971;Tech Trees / Tech Tracks
230080;Auction: Dutch
230080;Open Drafting
230080;Set Collection
230080;Victory Points as a Resource
279254;Bingo
279254;Contracts
279254;Modular Board
279254;Set Collection
279254;Simultaneous Action Selection
279254;Tile Placement
279254;Turn Order: Progressive
290484;Cooperative Game
290484;Dice Rolling
290484;Modular Board
290484;Variable Set-up
290484;Worker Placement
72287;Hidden Movement
72287;Map Deformation
72287;Modular Board
178336;Area Majority / Influence
178336;Open Drafting
178336;Set Collection
254708;Campaign / Battle Card Driven
254708;Cooperative Game
254708;Dice Rolling
254708;Narrative Choice / Paragraph
254708;Paper-and-Pencil
254708;Storytelling
174570;Cooperative Game
174570;Deck, Bag, and Pool Building
174570;Open Drafting
174570;Player Elimination
164949;Action Points
164949;Area Movement
164949;Campaign / Battle Card Driven
164949;Deck, Bag, and Pool Building
164949;Dice Rolling
164949;Hand Management
164949;Open Drafting
276894;Hand Management
276894;Network and Route Building
276894;Open Drafting
276894;Set Collection
8203;Grid Movement
8203;Hexagon Grid
8203;Map Reduction
8203;Modular Board
8203;Variable Set-up
347703;Point to Point Movement
347703;Race
347703;Set Collection
347703;Solo / Solitaire Game
939;Campaign / Battle Card Driven
939;Dice Rolling
939;Simultaneous Action Selection
351040;Betting and Bluffing
351040;Dice Rolling
351040;Race
351040;Real-Time
351040;Track Movement
141517;Area Majority / Influence
141517;Deck, Bag, and Pool Building
141517;Hand Management
141517;Hidden Roles
141517;Open Drafting
141517;Point to Point Movement
141517;Team-Based Game
200954;Closed Drafting
200954;Simultaneous Action Selection
200954;Tile Placement
200954;Variable Phase Order
207243;Action Points
207243;Cooperative Game
207243;Modular Board
207243;Role Playing
207243;Scenario / Mission / Campaign Game
207243;Solo / Solitaire Game
207243;Square Grid
207243;Storytelling
207243;Variable Player Powers
11971;Hand Management
11971;Set Collection
11971;Single Loser Game
207691;Network and Route Building
207691;Worker Placement
207691;Worker Placement, Different Worker Types
104710;Deck Construction
104710;Dice Rolling
104710;Grid Movement
104710;Hand Management
104710;Interrupts
104710;Line of Sight
104710;Map Deformation
104710;Modular Board
104710;Pick-up and Deliver
104710;Player Elimination
104710;Take That
104710;Variable Set-up
150999;Deck, Bag, and Pool Building
150999;Hand Management
150999;Open Drafting
150999;Set Collection
75449;Increase Value of Unchosen Resources
75449;Set Collection
168917;Area Majority / Influence
168917;Hand Management
168917;Variable Player Powers
253284;Hand Management
253284;Network and Route Building
253284;Open Drafting
253284;Set Collection
241266;Contracts
241266;Tile Placement
241266;Worker Placement
172931;Cooperative Game
172931;Deduction
172931;Dice Rolling
172931;Die Icon Resolution
172931;Grid Movement
172931;Memory
172931;Square Grid
177524;Area Movement
177524;Flicking
177524;Take That
40793;Catch the Leader
40793;Dice Rolling
40793;Re-rolling and Locking
40793;Set Collection
40793;Simultaneous Action Selection
318553;Dice Rolling
318553;Paper-and-Pencil
318553;Race
191300;Open Drafting
191300;Push Your Luck
191300;Set Collection
229892;Auction/Bidding
229892;Closed Economy Auction
229892;Commodity Speculation
229892;Loans
229892;Pick-up and Deliver
229892;Set Collection
156776;Area Majority / Influence
156776;Area-Impulse
156776;Hand Management
156776;Simultaneous Action Selection
156776;Variable Player Powers
131646;Commodity Speculation
131646;Dice Rolling
131646;Pick-up and Deliver
131646;Point to Point Movement
131646;Roll / Spin and Move
131646;Variable Set-up
163154;Area Majority / Influence
163154;Area Movement
163154;Campaign / Battle Card Driven
163154;Dice Rolling
163154;Events
163154;Movement Points
163154;Simulation
163154;Solo / Solitaire Game
163154;Variable Phase Order
163154;Variable Player Powers
157809;Dice Rolling
157809;Events
157809;Push Your Luck
157809;Re-rolling and Locking
157809;Turn Order: Stat-Based
157809;Variable Set-up
69779;Area Majority / Influence
69779;Area Movement
69779;Dice Rolling
69779;Simulation
69779;Variable Phase Order
69779;Variable Set-up
69779;Victory Points as a Resource
185589;Area Majority / Influence
185589;Area Movement
185589;Dice Rolling
185589;End Game Bonuses
185589;Increase Value of Unchosen Resources
185589;Modular Board
185589;Ownership
185589;Pick-up and Deliver
185589;Push Your Luck
185589;Worker Placement
158275;Deck, Bag, and Pool Building
158275;Dice Rolling
161866;Action Points
161866;Cooperative Game
161866;Dice Rolling
161866;Hand Management
161866;Modular Board
161866;Team-Based Game
161866;Variable Player Powers
217449;Bingo
217449;Layering
217449;Pattern Building
217449;Simultaneous Action Selection
217449;Tile Placement
127518;Area Majority / Influence
127518;Area Movement
127518;Dice Rolling
127518;Solo / Solitaire Game
127518;Variable Phase Order
127518;Variable Player Powers
300217;Contracts
300217;Dice Rolling
300217;End Game Bonuses
300217;Follow
300217;Hidden Victory Points
300217;Highest-Lowest Scoring
300217;Market
300217;Pick-up and Deliver
300217;Rondel
300217;Set Collection
300217;Worker Placement with Dice Workers
217861;Closed Drafting
217861;End Game Bonuses
217861;Hand Management
217861;Secret Unit Deployment
217861;Simultaneous Action Selection
359438;Action Queue
359438;Area Majority / Influence
359438;Deck, Bag, and Pool Building
359438;Hand Management
359438;Investment
359438;Open Drafting
359438;Roles with Asymmetric Information
359438;Scenario / Mission / Campaign Game
359438;Simultaneous Action Selection
359438;Solo / Solitaire Game
359438;Stock Holding
359438;Variable Player Powers
359438;Victory Points as a Resource
359438;Worker Placement
300905;Cooperative Game
300905;Deduction
300905;Ordering
300905;Player Judge
300905;Targeted Clues
270239;Action Points
270239;Deck, Bag, and Pool Building
270239;Dice Rolling
270239;Hand Management
270239;Negotiation
270239;Trading
823;Cooperative Game
823;Dice Rolling
823;Hand Management
823;Set Collection
823;Variable Player Powers
72225;Area Majority / Influence
72225;Open Drafting
72225;Semi-Cooperative Game
72225;Solo / Solitaire Game
72225;Worker Placement
165838;Action Points
165838;Dice Rolling
165838;Grid Movement
165838;Modular Board
165838;Scenario / Mission / Campaign Game
165838;Stat Check Resolution
208024;Cooperative Game
208024;Dice Rolling
208024;Push Your Luck
208024;Simultaneous Action Selection
208024;Solo / Solitaire Game
208024;Variable Player Powers
338760;Contracts
338760;Delayed Purchase
338760;End Game Bonuses
338760;Market
338760;Network and Route Building
338760;Point to Point Movement
338760;Turn Order: Stat-Based
338760;Victory Points as a Resource
299960;Closed Drafting
299960;End Game Bonuses
299960;Hand Management
299960;Tile Placement
299960;Worker Placement
191231;Action Points
191231;Network and Route Building
191231;Pick-up and Deliver
35497;Betting and Bluffing
194517;Area Majority / Influence
194517;Deck Construction
194517;Grid Movement
194517;Hand Management
194517;Hexagon Grid
194517;Line of Sight
194517;Team-Based Game
194517;Variable Player Powers
256589;Dice Rolling
256589;Different Dice Movement
256589;Grid Movement
256589;Hexagon Grid
256589;Modular Board
256589;Push Your Luck
256589;Race
256589;Roll / Spin and Move
256589;Simulation
256589;Solo / Solitaire Game
25568;Area Majority / Influence
25568;Auction/Bidding
23540;Auction/Bidding
23540;Hexagon Grid
23540;Market
23540;Network and Route Building
23540;Ownership
23540;Stock Holding
23540;Tile Placement
23540;Victory Points as a Resource
130176;Betting and Bluffing
130176;Hand Management
104363;Alliances
104363;Area Majority / Influence
104363;Auction/Bidding
104363;Force Commitment
104363;Hand Management
104363;Point to Point Movement
104363;Team-Based Game
104363;Variable Player Powers
153065;Hand Management
153065;Move Through Deck
153065;Open Drafting
153065;Set Collection
153065;Take That
681;I Cut, You Choose
681;Pattern Building
681;Pattern Recognition
681;Square Grid
171233;Cooperative Game
171233;Deck, Bag, and Pool Building
171233;Hand Management
171233;Player Elimination
171233;Variable Player Powers
314503;Hand Management
314503;Layering
314503;Pattern Building
6830;Induction
6830;Pattern Recognition
6830;Simultaneous Action Selection
136991;Layering
136991;Line Drawing
160018;Area Majority / Influence
160018;Hand Management
160018;Take That
160018;Variable Player Powers
176371;Action Points
176371;Area Majority / Influence
176371;Grid Movement
176371;Modular Board
176371;Pick-up and Deliver
176371;Set Collection
176371;Tile Placement
176371;Variable Player Powers
198454;Communication Limits
198454;Hidden Roles
198454;Memory
198454;Role Playing
198454;Storytelling
198454;Team-Based Game
146312;Cooperative Game
146312;Dice Rolling
146312;Pick-up and Deliver
146312;Roll / Spin and Move
223770;Area Majority / Influence
223770;Hot Potato
223770;Increase Value of Unchosen Resources
223770;Investment
223770;Score-and-Reset Game
223770;Set Collection
1822;Action/Event
1822;Campaign / Battle Card Driven
1822;Dice Rolling
1822;Point to Point Movement
21523;Area Movement
21523;Dice Rolling
21523;Hexagon Grid
21523;Open Drafting
21523;Role Playing
21523;Variable Player Powers
245476;Hand Management
245476;Set Collection
134352;Acting
134352;Elapsed Real Time Ending
134352;Team-Based Game
134352;Variable Player Powers
134352;Voting
22825;Action Points
22825;Dice Rolling
22825;Hand Management
22825;Hexagon Grid
22825;Modular Board
22825;Team-Based Game
223750;Cooperative Game
223750;Deck, Bag, and Pool Building
223750;Delayed Purchase
223750;Open Drafting
223750;Push Your Luck
223750;Race
60;Area Majority / Influence
60;Area Movement
60;Increase Value of Unchosen Resources
60;Network and Route Building
60;Race
60;Static Capture
60;Take That
60;Variable Player Powers
60;Variable Set-up
60;Victory Points as a Resource
194880;Memory
194880;Open Drafting
194880;Pattern Building
194880;Set Collection
194880;Variable Phase Order
122522;Area Majority / Influence
122522;Card Play Conflict Resolution
122522;Deck Construction
122522;Hand Management
122522;Kill Steal
122522;Open Drafting
122522;Take That
122522;Variable Player Powers
122522;Variable Set-up
35052;Area Majority / Influence
35052;Area Movement
35052;Dice Rolling
35052;Team-Based Game
85897;Deck, Bag, and Pool Building
85897;Hand Management
85897;Open Drafting
45986;Action Points
45986;Area Majority / Influence
45986;Point to Point Movement
45986;Team-Based Game
45986;Variable Player Powers
97903;Area Movement
97903;Flicking
97903;Set Collection
97903;Stacking and Balancing
97903;Variable Player Powers
233571;Dice Rolling
233571;Variable Player Powers
16992;Hand Management
16992;Network and Route Building
16992;Player Elimination
16992;Tile Placement
91536;Deck, Bag, and Pool Building
91536;Dice Rolling
91536;Open Drafting
55427;Deduction
55427;Grid Movement
55427;Hexagon Grid
55427;Variable Player Powers
338957;Area Majority / Influence
338957;Chit-Pull System
338957;Simulation
338957;Solo / Solitaire Game
1301;Action Points
299169;Betting and Bluffing
299169;Hand Management
306481;Action Points
306481;Area Majority / Influence
306481;Hand Management
306481;Open Drafting
306481;Pattern Building
306481;Rondel
306481;Set Collection
306481;Solo / Solitaire Game
306481;Variable Set-up
306481;Worker Placement, Different Worker Types
1608;Action Points
1608;Dice Rolling
1608;Events
1608;Grid Movement
1608;Hexagon Grid
1608;Line of Sight
1608;Movement Points
1608;Paper-and-Pencil
1608;Ratio / Combat Results Table
1608;Scenario / Mission / Campaign Game
1608;Secret Unit Deployment
1608;Simulation
1608;Solo / Solitaire Game
1608;Variable Set-up
18100;Area Majority / Influence
18100;End Game Bonuses
18100;Hand Management
18100;Network and Route Building
18100;Open Drafting
222514;Action Points
222514;Action Queue
222514;Area Movement
222514;Dice Rolling
222514;Line of Sight
222514;Scenario / Mission / Campaign Game
222514;Team-Based Game
222514;Variable Phase Order
